frameid,landmark,x,y,abs_x,abs_y
0,0,0.6382347345352173,0.4498090147972107,408.47023010253906,215.90832710266113
0,1,0.6361117959022522,0.39334774017333984,407.1115493774414,188.80691528320312
0,2,0.6361343264579773,0.413610577583313,407.12596893310547,198.53307723999023
0,3,0.6228002309799194,0.34393957257270813,398.59214782714844,165.0909948348999
0,4,0.6353034377098083,0.376212477684021,406.59420013427734,180.58198928833008
0,5,0.6340501308441162,0.3563767373561859,405.7920837402344,171.06083393096924
0,6,0.6310335993766785,0.3092001676559448,403.8615036010742,148.41608047485352
0,7,0.5401426553726196,0.3207496702671051,345.69129943847656,153.95984172821045
0,8,0.6287857890129089,0.2644071578979492,402.4229049682617,126.91543579101562
0,9,0.6277099251747131,0.24020624160766602,401.7343521118164,115.29899597167969
0,10,0.6236509680747986,0.1631019115447998,399.1366195678711,78.2889175415039
0,11,0.6394854187965393,0.45786285400390625,409.27066802978516,219.774169921875
0,12,0.6404260396957397,0.46671029925346375,409.87266540527344,224.0209436416626
0,13,0.641049861907959,0.47312381863594055,410.27191162109375,227.09943294525146
0,14,0.6407235860824585,0.47499457001686096,410.06309509277344,227.99739360809326
0,15,0.6420804262161255,0.4808955490589142,410.9314727783203,230.8298635482788
0,16,0.6435266733169556,0.489707350730896,411.85707092285156,235.05952835083008
0,17,0.6448879241943359,0.5005596280097961,412.728271484375,240.26862144470215
0,18,0.6405807733535767,0.5269888639450073,409.97169494628906,252.95465469360352
0,19,0.6362348198890686,0.40371832251548767,407.1902847290039,193.78479480743408
0,20,0.6248295903205872,0.40611350536346436,399.8909378051758,194.9344825744629
0,21,0.4896594285964966,0.2630319893360138,313.3820343017578,126.25535488128662
0,22,0.5759915113449097,0.33347994089126587,368.6345672607422,160.07037162780762
0,23,0.5637872219085693,0.33614248037338257,360.8238220214844,161.34839057922363
0,24,0.5519607663154602,0.3352140784263611,353.25489044189453,160.90275764465332
0,25,0.5353329181671143,0.32614561915397644,342.6130676269531,156.5498971939087
0,26,0.5861186981201172,0.32751595973968506,375.115966796875,157.20766067504883
0,27,0.5561571717262268,0.27597010135650635,355.94058990478516,132.46564865112305
0,28,0.5702134370803833,0.2780904769897461,364.9365997314453,133.48342895507812
0,29,0.5428212285041809,0.2802397310733795,347.4055862426758,134.51507091522217
0,30,0.5340717434883118,0.2895611524581909,341.80591583251953,138.98935317993164
0,31,0.5265491008758545,0.3367079198360443,336.9914245605469,161.61980152130127
0,32,0.597083330154419,0.5537422895431519,382.1333312988281,265.7962989807129
0,33,0.5357521772384644,0.31554678082466125,342.8813934326172,151.4624547958374
0,34,0.4905032515525818,0.33757197856903076,313.92208099365234,162.03454971313477
0,35,0.5117545127868652,0.32527321577072144,327.52288818359375,156.1311435699463
0,36,0.5718525052070618,0.3934667706489563,365.98560333251953,188.86404991149902
0,37,0.6224809288978577,0.4489016532897949,398.3877944946289,215.47279357910156
0,38,0.6267499327659607,0.46903637051582336,401.11995697021484,225.13745784759521
0,39,0.6080025434494019,0.4626320004463196,389.1216278076172,222.0633602142334
0,40,0.5990232825279236,0.47630664706230164,383.3749008178711,228.62719058990479
0,41,0.6146498918533325,0.47562143206596375,393.3759307861328,228.2982873916626
0,42,0.6055700778961182,0.48338696360588074,387.5648498535156,232.02574253082275
0,43,0.5822161436080933,0.4989975392818451,372.6183319091797,239.51881885528564
0,44,0.6261102557182312,0.3942130208015442,400.71056365966797,189.2222499847412
0,45,0.6237871646881104,0.37799423933029175,399.2237854003906,181.43723487854004
0,46,0.5145869255065918,0.26953697204589844,329.33563232421875,129.37774658203125
0,47,0.5949974656105042,0.3522302806377411,380.79837799072266,169.07053470611572
0,48,0.59674072265625,0.39626920223236084,381.9140625,190.2092170715332
0,49,0.5954874157905579,0.3886595368385315,381.11194610595703,186.55657768249512
0,50,0.5341248512268066,0.396376371383667,341.83990478515625,190.26065826416016
0,51,0.6231170892715454,0.3593968152999878,398.79493713378906,172.51047134399414
0,52,0.5425960421562195,0.24299052357673645,347.26146697998047,116.6354513168335
0,53,0.5257415771484375,0.2522542476654053,336.474609375,121.08203887939453
0,54,0.49974673986434937,0.22830922901630402,319.8379135131836,109.58842992782593
0,55,0.5991631746292114,0.25794243812561035,383.4644317626953,123.81237030029297
0,56,0.582510232925415,0.2866046726703644,372.8065490722656,137.5702428817749
0,57,0.5722920894622803,0.48343509435653687,366.2669372558594,232.0488452911377
0,58,0.5143493413925171,0.4996775984764099,329.18357849121094,239.84524726867676
0,59,0.6062812209129333,0.40480148792266846,388.01998138427734,194.30471420288086
0,60,0.6163792610168457,0.4091159403324127,394.48272705078125,196.3756513595581
0,61,0.5891207456588745,0.4989909529685974,377.0372772216797,239.51565742492676
0,62,0.5922339558601379,0.49724364280700684,379.0297317504883,238.67694854736328
0,63,0.5175333023071289,0.24110279977321625,331.2213134765625,115.7293438911438
0,64,0.5963576436042786,0.40425920486450195,381.6688919067383,194.04441833496094
0,65,0.5664111971855164,0.24373677372932434,362.50316619873047,116.99365139007568
0,66,0.5633341073989868,0.22878509759902954,360.53382873535156,109.81684684753418
0,67,0.5493910312652588,0.1780785471200943,351.6102600097656,85.47770261764526
0,68,0.5103979110717773,0.2399468719959259,326.6546630859375,115.17449855804443
0,69,0.5587185025215149,0.20681220293045044,357.57984161376953,99.26985740661621
0,70,0.5062170624732971,0.26385587453842163,323.97891998291016,126.65081977844238
0,71,0.49971437454223633,0.2684958875179291,319.81719970703125,128.87802600860596
0,72,0.6245265603065491,0.45954611897468567,399.6969985961914,220.58213710784912
0,73,0.6114433407783508,0.46944156289100647,391.32373809814453,225.3319501876831
0,74,0.6022977828979492,0.47986167669296265,385.4705810546875,230.33360481262207
0,75,0.6091940402984619,0.4078808128833771,389.8841857910156,195.782790184021
0,76,0.5907469391822815,0.4981067478656769,378.07804107666016,239.0912389755249
0,77,0.5974828004837036,0.4969283938407898,382.3889923095703,238.5256290435791
0,78,0.5937548875808716,0.4964231550693512,380.0031280517578,238.28311443328857
0,79,0.6121246218681335,0.3976944088935852,391.75975799560547,190.8933162689209
0,80,0.6081288456916809,0.48568421602249146,389.2024612426758,233.1284236907959
0,81,0.6171950101852417,0.4793863296508789,395.0048065185547,230.10543823242188
0,82,0.628521740436554,0.4748338460922241,402.25391387939453,227.92024612426758
0,83,0.6237115859985352,0.5270357131958008,399.1754150390625,252.97714233398438
0,84,0.6301729679107666,0.5016525387763977,403.3106994628906,240.7932186126709
0,85,0.6292136311531067,0.49084484577178955,402.6967239379883,235.60552597045898
